candidate_id,created_at,location,years_experience,education_level,primary_role_family,work_authorization
C-2723ba9,2025-09-01,"Fremont, CA",6,Bootcamp,Finance,US Citizen/PR
C-34udc4f,2025-02-17,"Fremont, CA",1,Associate,HR,US Citizen/PR
C-afu20vm,2024-10-27,"Austin, TX",11,Bachelors,Operations,F-1 OPT
C-rx0gwha,2024-03-08,"New York, NY",5,Bootcamp,Data Analytics,F-1 OPT
C-yrveow0,2024-03-23,"Austin, TX",7,Masters,Software Engineering,US Citizen/PR
C-578o1fe,2025-10-11,"Remote, US",9,Bachelors,Data Analytics,US Citizen/PR
C-nd6bwbe,2025-09-09,"Palo Alto, CA",3,Associate,HR,Other/Unknown
C-7hw0bup,2024-09-18,"Palo Alto, CA",4,Masters,Supply Chain,US Citizen/PR
C-xq531d1,2025-02-22,"Palo Alto, CA",4,Masters,Data Analytics,US Citizen/PR
C-k2ywfma,2026-01-25,"Chicago, IL",6,PhD,Software Engineering,F-1 OPT
C-vna3g49,2025-01-01,"Palo Alto, CA",5,Bootcamp,HR,US Citizen/PR
C-30a7zum,2024-09-27,"Remote, US",5,Associate,Sales,US Citizen/PR
C-1iqfg7t,2024-09-04,"Seattle, WA",10,PhD,Sales,H-1B
C-1e4jc0f,2024-02-12,"Fremont, CA",0,Bootcamp,Data Analytics,Other/Unknown
C-ewrukfw,2024-07-30,"New York, NY",7,Bachelors,Sales,Other/Unknown
C-5aiekx6,2025-05-07,"Palo Alto, CA",6,PhD,Operations,F-1 OPT
C-3yxhzki,2024-02-16,"Austin, TX",7,Bachelors,Supply Chain,H-1B
C-6or6xn6,2025-07-28,"Palo Alto, CA",1,Associate,Data Analytics,H-1B
C-py9npgi,2024-11-09,"New York, NY",0,Bachelors,Software Engineering,H-1B
C-qabce2e,2024-06-09,"Fremont, CA",2,Bachelors,HR,Other/Unknown
C-tdo1dfs,2024-10-30,"Seattle, WA",5,Bachelors,Supply Chain,US Citizen/PR
C-3yqfbz9,2025-05-17,"Chicago, IL",6,Bachelors,Sales,US Citizen/PR
C-hbqiqic,2024-10-01,"Austin, TX",6,PhD,Operations,H-1B
C-rhoehap,2024-06-12,"Palo Alto, CA",5,Associate,HR,H-1B
C-qzvrhum,2025-11-16,"Chicago, IL",7,Masters,Supply Chain,Other/Unknown
C-f37746p,2025-01-21,"Fremont, CA",10,Bachelors,Operations,US Citizen/PR
C-s3zrb9o,2025-08-25,"New York, NY",7,Bachelors,Operations,H-1B
C-waceqrq,2026-01-19,"Palo Alto, CA",8,Bachelors,Data Analytics,H-1B
C-vt7cz14,2025-12-21,"Chicago, IL",1,PhD,Supply Chain,US Citizen/PR
C-lyzlgjv,2024-03-13,"Austin, TX",7,Associate,Operations,Other/Unknown
C-7ov9wxh,2024-10-21,"Seattle, WA",2,Bootcamp,Finance,US Citizen/PR
C-3nukond,2025-01-03,"Fremont, CA",3,Bootcamp,Operations,US Citizen/PR
C-rui31ph,2025-07-23,"Chicago, IL",10,Associate,Finance,H-1B
C-u69qaz6,2024-12-28,"Fremont, CA",9,Bootcamp,HR,F-1 OPT
C-aqs3tgd,2025-11-10,"Austin, TX",6,Masters,Finance,US Citizen/PR
C-wxj46t9,2025-02-23,"Austin, TX",0,Masters,Operations,Other/Unknown
C-66dqa4s,2024-11-30,"Seattle, WA",5,PhD,Finance,US Citizen/PR
C-34876ke,2024-04-01,"Remote, US",5,Bachelors,Sales,H-1B
C-s0i99n7,2025-05-26,"Seattle, WA",0,Masters,Data Analytics,US Citizen/PR
C-jbrrd44,2024-05-18,"New York, NY",0,Associate,Data Analytics,H-1B
C-vdxdf6y,2024-08-01,"Seattle, WA",6,PhD,HR,F-1 OPT
C-vp6f0o7,2024-09-12,"Chicago, IL",1,Bootcamp,Finance,US Citizen/PR
C-jvie6du,2024-03-28,"Austin, TX",0,PhD,Sales,US Citizen/PR
C-rtiry3t,2024-07-25,"Fremont, CA",8,PhD,Finance,Other/Unknown
C-m2q22yo,2026-01-23,"Palo Alto, CA",0,Bachelors,Supply Chain,Other/Unknown
C-zkvnijw,2024-04-30,"Austin, TX",2,PhD,Sales,H-1B
C-fpfmnf7,2025-10-06,"Seattle, WA",3,Masters,HR,Other/Unknown
C-jta882j,2025-12-14,"New York, NY",8,Associate,Finance,F-1 OPT
C-w5ejr91,2025-08-17,"New York, NY",7,Associate,Supply Chain,US Citizen/PR
C-pwckh3v,2024-03-09,"Remote, US",12,Masters,Operations,F-1 OPT
C-95zdhz6,2025-10-26,"Palo Alto, CA",0,Masters,Software Engineering,US Citizen/PR
C-7lso2z6,2024-10-03,"Palo Alto, CA",3,PhD,HR,H-1B
C-rjwpx5z,2024-06-01,"Palo Alto, CA",5,Bachelors,HR,Other/Unknown
C-oc1r601,2026-01-18,"Fremont, CA",7,PhD,Supply Chain,US Citizen/PR
C-t805qtd,2025-01-23,"Austin, TX",3,Bootcamp,Operations,Other/Unknown
C-s924w7w,2025-07-01,"Palo Alto, CA",0,Associate,Sales,F-1 OPT
C-zuztlsu,2024-11-09,"Chicago, IL",10,Bachelors,Operations,H-1B
C-v92beev,2024-04-06,"Fremont, CA",7,Bachelors,HR,Other/Unknown
C-9i76ber,2024-01-06,"New York, NY",3,Bachelors,Software Engineering,Other/Unknown
C-hlozesj,2024-04-18,"Palo Alto, CA",0,Associate,Data Analytics,Other/Unknown
C-rbvxket,2025-09-21,"Seattle, WA",5,PhD,Software Engineering,US Citizen/PR
C-knn520u,2024-09-17,"New York, NY",8,Bootcamp,Sales,Other/Unknown
C-b2ja2lp,2025-04-15,"Palo Alto, CA",6,Bootcamp,HR,Other/Unknown
C-m6u2llh,2025-02-17,"Remote, US",13,Associate,HR,US Citizen/PR
C-pi2jone,2024-10-11,"Chicago, IL",0,Masters,HR,Other/Unknown
C-mkdwvm7,2024-08-26,"Austin, TX",1,Bootcamp,Software Engineering,F-1 OPT
C-efg1q8r,2025-07-11,"Chicago, IL",7,Bootcamp,Operations,Other/Unknown
C-elcack9,2025-01-06,"Austin, TX",3,PhD,HR,H-1B
C-tsnc19a,2025-02-04,"New York, NY",3,Associate,Supply Chain,Other/Unknown
C-rruhcu5,2024-09-03,"Palo Alto, CA",5,Bootcamp,HR,US Citizen/PR
C-7jez24w,2025-10-23,"New York, NY",11,Bachelors,Software Engineering,US Citizen/PR
C-7bti1ri,2026-01-27,"Palo Alto, CA",2,Associate,Finance,Other/Unknown
C-5tqm3g9,2024-04-24,"Seattle, WA",0,Masters,Operations,F-1 OPT
C-eu1s5n1,2025-11-04,"Palo Alto, CA",14,Bachelors,Data Analytics,Other/Unknown
C-jxkq054,2024-07-24,"Austin, TX",6,Bachelors,Software Engineering,F-1 OPT
C-fzq1w09,2025-11-09,"Chicago, IL",4,Associate,Finance,US Citizen/PR
C-q6ohxxy,2024-05-26,"Fremont, CA",2,Bootcamp,Software Engineering,US Citizen/PR
C-g3ty36m,2024-04-27,"Austin, TX",9,Associate,Data Analytics,US Citizen/PR
C-vniblwb,2024-06-23,"Seattle, WA",13,Masters,Operations,F-1 OPT
C-j6lilb7,2024-10-15,"Chicago, IL",10,Bachelors,Supply Chain,US Citizen/PR
C-zork64m,2024-11-25,"Fremont, CA",0,PhD,Operations,H-1B
C-78jp3ht,2024-06-23,"Palo Alto, CA",1,Bachelors,Sales,F-1 OPT
C-q2dxx60,2024-12-19,"Palo Alto, CA",7,Masters,Finance,US Citizen/PR
C-fqsx502,2025-05-13,"Seattle, WA",13,Associate,Sales,F-1 OPT
C-51vl9rz,2024-04-02,"Remote, US",10,Bootcamp,Data Analytics,H-1B
C-4yji359,2024-08-26,"Seattle, WA",6,Bootcamp,Finance,H-1B
C-gehuiqs,2024-11-12,"Fremont, CA",1,Associate,HR,US Citizen/PR
C-fextb7f,2024-10-21,"Seattle, WA",6,Masters,Software Engineering,US Citizen/PR
C-zuhfbeg,2024-03-11,"Fremont, CA",1,Bachelors,Data Analytics,US Citizen/PR
C-ynpe6sw,2024-09-25,"Chicago, IL",8,Associate,HR,Other/Unknown
C-zet3gnd,2024-01-07,"Austin, TX",4,Masters,Supply Chain,H-1B
C-7xxdsbr,2024-11-09,"New York, NY",0,Associate,Finance,F-1 OPT
C-hl5v32b,2026-01-22,"Fremont, CA",6,Bachelors,Sales,Other/Unknown
C-6a3kl0n,2025-07-27,"Remote, US",15,Bachelors,Operations,US Citizen/PR
C-6bp6ojc,2025-09-20,"Chicago, IL",0,Bootcamp,Operations,H-1B
C-5zz679a,2025-02-19,"New York, NY",7,Associate,Operations,US Citizen/PR
C-o36jwbw,2025-10-29,"Palo Alto, CA",6,Associate,HR,F-1 OPT
C-ptkftuw,2024-03-13,"Fremont, CA",9,Bootcamp,Supply Chain,Other/Unknown
C-2ttuswe,2025-05-19,"Seattle, WA",5,Bootcamp,HR,US Citizen/PR
C-nnvgqcq,2025-08-20,"New York, NY",4,Bachelors,Finance,F-1 OPT
C-e7e51m4,2025-09-21,"Chicago, IL",9,Associate,Supply Chain,F-1 OPT
C-nkc419u,2026-01-14,"Fremont, CA",9,Bachelors,HR,Other/Unknown
C-ns8erkd,2025-10-20,"Chicago, IL",17,Masters,Sales,H-1B
C-ngct2xf,2025-03-04,"Austin, TX",3,Associate,Finance,Other/Unknown
C-7pgf7mv,2025-06-25,"New York, NY",4,Bachelors,HR,H-1B
C-zn6dtyn,2024-02-26,"Remote, US",3,Bachelors,Operations,Other/Unknown
C-2e4f4n3,2024-07-03,"Chicago, IL",8,Associate,Data Analytics,US Citizen/PR
C-co76o8q,2024-10-18,"Fremont, CA",5,Masters,Operations,Other/Unknown
C-9s7v55k,2024-02-18,"Austin, TX",9,Bachelors,Sales,F-1 OPT
C-fjqd9c7,2025-11-15,"Seattle, WA",8,PhD,Data Analytics,Other/Unknown
C-c27x1ce,2024-11-30,"Palo Alto, CA",0,Bachelors,Supply Chain,F-1 OPT
C-45d3dgc,2025-06-15,"Austin, TX",0,PhD,Software Engineering,Other/Unknown
C-buhbcpl,2025-11-24,"Austin, TX",2,Bachelors,Sales,H-1B
C-63x5ulz,2024-07-24,"Chicago, IL",2,PhD,Software Engineering,F-1 OPT
C-2soth4m,2025-07-27,"Seattle, WA",4,PhD,Operations,Other/Unknown
C-1o082sf,2025-10-05,"New York, NY",12,Masters,HR,H-1B
C-3c60cjb,2024-05-01,"Palo Alto, CA",3,Associate,Finance,Other/Unknown
C-hgqk820,2025-04-23,"New York, NY",7,PhD,Supply Chain,F-1 OPT
C-m7pc59p,2025-07-14,"Chicago, IL",0,Bootcamp,Sales,F-1 OPT
C-vhzjkth,2024-12-13,"Palo Alto, CA",1,Masters,Operations,F-1 OPT
C-n968k6t,2025-05-18,"Palo Alto, CA",5,PhD,Data Analytics,Other/Unknown
C-37zoqmc,2025-12-19,"New York, NY",5,Masters,Software Engineering,F-1 OPT
C-0ab76lb,2024-07-19,"Chicago, IL",2,PhD,Finance,US Citizen/PR
C-xv6ddd2,2024-09-06,"New York, NY",9,Bachelors,Supply Chain,US Citizen/PR
C-f2zqoyg,2025-04-24,"Chicago, IL",16,Bachelors,Sales,H-1B
C-7l7j7y9,2024-11-09,"Austin, TX",7,Masters,Software Engineering,Other/Unknown
C-626m8a4,2025-07-24,"Remote, US",1,Bachelors,Data Analytics,H-1B
C-dhzg58x,2025-08-05,"Chicago, IL",0,Associate,Operations,Other/Unknown
C-wwbk8r1,2025-03-17,"Chicago, IL",10,Masters,HR,F-1 OPT
C-qt7zvnb,2025-02-04,"Fremont, CA",7,Bachelors,Data Analytics,US Citizen/PR
C-9kyhkzh,2025-07-29,"Seattle, WA",0,Bachelors,Data Analytics,H-1B
C-m75psz1,2025-05-04,"Austin, TX",12,Bachelors,Supply Chain,H-1B
C-w689mw6,2025-11-12,"Seattle, WA",9,PhD,Operations,F-1 OPT
C-6ymbnbo,2025-03-20,"New York, NY",1,Associate,Supply Chain,US Citizen/PR
C-xop63ct,2025-06-03,"Chicago, IL",8,Bootcamp,Sales,H-1B
C-bzirjyz,2025-09-07,"Fremont, CA",0,Masters,Supply Chain,H-1B
C-lz95aoq,2025-01-20,"Remote, US",1,Masters,Operations,H-1B
C-afmar9l,2025-08-28,"Fremont, CA",6,Bootcamp,Software Engineering,H-1B
C-dtgcg8z,2025-01-29,"Fremont, CA",7,Masters,HR,F-1 OPT
C-l4c0bb6,2024-07-25,"New York, NY",13,Bachelors,Operations,F-1 OPT
C-a1t6sif,2024-06-26,"Austin, TX",10,Bachelors,Sales,Other/Unknown
C-p2wa6m9,2025-01-30,"New York, NY",0,PhD,HR,Other/Unknown
C-lugg01l,2024-11-13,"New York, NY",0,Bachelors,Software Engineering,F-1 OPT
C-p2gayqm,2026-01-05,"Fremont, CA",11,Bachelors,Operations,Other/Unknown
C-96ze6e2,2025-05-19,"Remote, US",0,Masters,Software Engineering,US Citizen/PR
C-gp8d20g,2024-08-26,"Palo Alto, CA",10,Associate,HR,US Citizen/PR
C-s60yup1,2024-03-01,"Seattle, WA",7,Bootcamp,Software Engineering,H-1B
C-lt05uq9,2024-05-08,"Fremont, CA",10,Bachelors,Sales,US Citizen/PR
C-z117r1z,2025-01-12,"Remote, US",5,Masters,Data Analytics,Other/Unknown
C-vf6rgsl,2025-09-13,"Palo Alto, CA",6,Bachelors,Finance,US Citizen/PR
C-9e0ragh,2025-08-08,"Palo Alto, CA",0,Associate,Software Engineering,F-1 OPT
C-e8cdk9x,2025-03-12,"Chicago, IL",7,Masters,Finance,US Citizen/PR
C-c98uzzy,2024-12-05,"Chicago, IL",7,Bachelors,Software Engineering,US Citizen/PR
C-w9jzf4e,2024-12-05,"New York, NY",0,Bootcamp,Operations,F-1 OPT
C-zdng61s,2025-11-07,"New York, NY",0,PhD,Data Analytics,Other/Unknown
C-jhy3m2i,2025-07-28,"Remote, US",2,Bootcamp,Sales,Other/Unknown
C-m6dteca,2025-08-30,"Fremont, CA",0,Associate,Data Analytics,Other/Unknown
C-y39ck5b,2025-11-05,"Fremont, CA",6,Associate,Finance,F-1 OPT
C-e2j403c,2025-11-20,"New York, NY",9,Bootcamp,Software Engineering,F-1 OPT
C-u2hersn,2025-11-18,"Seattle, WA",7,PhD,HR,Other/Unknown
C-46q16nz,2025-11-29,"Fremont, CA",3,Bachelors,Supply Chain,Other/Unknown
C-ncu22kb,2025-05-18,"New York, NY",7,Bootcamp,Software Engineering,H-1B
C-vgipaxn,2024-04-13,"New York, NY",3,Masters,Software Engineering,F-1 OPT
C-np4d8j2,2024-03-17,"Chicago, IL",6,Masters,HR,H-1B
C-7tlydss,2024-11-26,"Austin, TX",6,Associate,Finance,Other/Unknown
C-8vydwox,2024-06-30,"Chicago, IL",14,PhD,HR,US Citizen/PR
C-xunhu25,2025-02-03,"Chicago, IL",0,PhD,Sales,F-1 OPT
C-6ynii88,2024-09-09,"Austin, TX",5,Masters,Data Analytics,US Citizen/PR
C-znyrb9j,2025-04-03,"Remote, US",4,Bootcamp,HR,Other/Unknown
C-6ujlqv6,2025-11-29,"Remote, US",3,PhD,Finance,H-1B
C-8minq4o,2025-05-22,"Chicago, IL",9,Associate,HR,Other/Unknown
C-8chkcmn,2024-10-30,"Seattle, WA",0,Bachelors,Supply Chain,H-1B
C-777ldm1,2025-11-25,"Seattle, WA",9,Masters,Operations,H-1B
C-uo4g4iq,2024-07-25,"Palo Alto, CA",4,Masters,Software Engineering,H-1B
C-1vege3b,2025-05-29,"Chicago, IL",5,PhD,Finance,F-1 OPT
C-i673kll,2024-07-26,"Chicago, IL",0,Bachelors,Sales,Other/Unknown
C-h1i8yat,2024-12-04,"Chicago, IL",0,Bachelors,Sales,H-1B
C-7fentd7,2025-06-20,"Palo Alto, CA",5,PhD,Software Engineering,F-1 OPT
C-n8k6p62,2024-01-19,"Palo Alto, CA",2,PhD,HR,Other/Unknown
C-brxfx3a,2025-11-13,"Seattle, WA",1,Bootcamp,HR,H-1B
C-53iqquo,2025-10-26,"Palo Alto, CA",6,Bootcamp,Software Engineering,F-1 OPT
C-qe6xb1z,2024-10-02,"Remote, US",9,Masters,HR,Other/Unknown
C-7c7nxxb,2025-10-12,"Austin, TX",5,Masters,Sales,F-1 OPT
C-0cgq4hp,2025-09-13,"Seattle, WA",10,PhD,Software Engineering,US Citizen/PR
C-1ho3yrf,2024-07-09,"Austin, TX",0,Masters,Data Analytics,F-1 OPT
C-nmzso6a,2024-11-10,"Chicago, IL",0,Masters,Supply Chain,Other/Unknown
C-2mz8m6x,2025-07-15,"Fremont, CA",0,Masters,Software Engineering,F-1 OPT
C-fy3iw6v,2026-01-27,"Fremont, CA",7,Bachelors,Operations,H-1B
C-4y32hme,2024-01-14,"New York, NY",8,Bootcamp,Data Analytics,H-1B
C-8qdb9bg,2025-12-15,"Seattle, WA",8,Bootcamp,HR,US Citizen/PR
C-133hbae,2025-04-15,"New York, NY",3,Bachelors,Operations,F-1 OPT
C-6uu8z8r,2024-03-15,"Remote, US",5,Bootcamp,Finance,H-1B
C-tjohpjf,2025-02-28,"Fremont, CA",0,Masters,Software Engineering,F-1 OPT
C-7sw1k9m,2025-07-24,"Chicago, IL",9,Associate,Software Engineering,F-1 OPT
C-g8on3w9,2025-04-02,"Fremont, CA",10,PhD,Finance,US Citizen/PR
C-6i62r2c,2024-03-04,"Chicago, IL",3,Bachelors,Supply Chain,US Citizen/PR
C-jyrdirl,2025-09-07,"Remote, US",10,Associate,Operations,US Citizen/PR
C-xlaxhno,2025-02-09,"Austin, TX",12,Associate,HR,H-1B
C-xi3rnc0,2024-04-02,"Remote, US",2,Bootcamp,Data Analytics,H-1B
C-lu27xnp,2025-03-05,"Chicago, IL",7,PhD,Data Analytics,US Citizen/PR
C-u7mpa7d,2024-02-12,"Chicago, IL",10,Bootcamp,Supply Chain,F-1 OPT
C-vqr2c23,2024-07-25,"Austin, TX",6,PhD,Software Engineering,Other/Unknown
C-9xc5rex,2024-08-09,"Fremont, CA",6,PhD,Data Analytics,F-1 OPT
C-u1p8otx,2024-06-14,"New York, NY",1,Bachelors,Supply Chain,Other/Unknown
C-hfrrcv1,2024-04-03,"Fremont, CA",17,Bootcamp,Finance,Other/Unknown
C-yb8z8tr,2024-01-13,"Seattle, WA",5,Bootcamp,Operations,F-1 OPT
C-477y6zl,2026-01-11,"Austin, TX",0,Associate,Data Analytics,Other/Unknown
C-lg8y2wg,2025-03-13,"Austin, TX",12,Masters,Data Analytics,F-1 OPT
C-ec41rn9,2024-05-29,"Seattle, WA",11,Bootcamp,HR,H-1B
C-rzapuol,2025-10-21,"Chicago, IL",4,Bootcamp,Sales,Other/Unknown
C-kqql7ph,2025-12-21,"Palo Alto, CA",3,Bootcamp,Finance,US Citizen/PR
C-jlailhh,2025-10-01,"Seattle, WA",0,Bootcamp,Operations,Other/Unknown
C-w8pdwxe,2026-01-16,"Chicago, IL",7,Bootcamp,Software Engineering,H-1B
C-hzvzgmf,2025-06-02,"Fremont, CA",6,Bootcamp,Sales,F-1 OPT
C-piclks4,2024-06-03,"Remote, US",5,Associate,HR,H-1B
C-wmkxi91,2024-06-29,"Remote, US",5,PhD,Finance,F-1 OPT
C-ljc6wo7,2024-03-13,"Seattle, WA",5,Masters,HR,F-1 OPT
C-48jukuj,2024-06-27,"New York, NY",6,PhD,Data Analytics,F-1 OPT
C-fblpvr7,2024-09-20,"Seattle, WA",5,Associate,Finance,H-1B
C-df891qc,2024-07-25,"Fremont, CA",2,Bachelors,HR,Other/Unknown
C-1rk4mkz,2025-09-22,"New York, NY",4,PhD,Operations,Other/Unknown
C-2e1baku,2024-09-24,"Remote, US",6,PhD,Sales,US Citizen/PR
C-fvu3f0m,2024-12-15,"Fremont, CA",6,Bachelors,Software Engineering,Other/Unknown
C-lomzolm,2025-05-08,"Chicago, IL",2,Bootcamp,Data Analytics,Other/Unknown
C-8cuhczt,2024-12-29,"Fremont, CA",4,PhD,Finance,H-1B
C-ohc7tbh,2025-07-23,"Fremont, CA",4,Masters,HR,Other/Unknown
C-fye4hqg,2024-12-23,"New York, NY",0,Masters,Finance,US Citizen/PR
C-aiqusy2,2025-12-28,"New York, NY",0,Associate,HR,US Citizen/PR
C-b29xz6u,2024-12-25,"Palo Alto, CA",3,Bootcamp,HR,US Citizen/PR
C-f2dxr6c,2024-04-19,"Palo Alto, CA",0,Masters,Data Analytics,H-1B
C-hlft2nb,2025-07-21,"Fremont, CA",7,Associate,Supply Chain,H-1B
C-pmqm57f,2024-02-29,"Fremont, CA",3,Masters,Supply Chain,F-1 OPT
C-wieeo9h,2025-02-23,"Austin, TX",9,Masters,Data Analytics,F-1 OPT
C-hop0e62,2025-09-28,"Palo Alto, CA",8,Bachelors,Sales,Other/Unknown
C-frv1l6c,2024-07-08,"Palo Alto, CA",11,PhD,Software Engineering,US Citizen/PR
C-c660ujr,2025-03-28,"Fremont, CA",11,Bachelors,Software Engineering,H-1B
C-z8eekc8,2024-05-07,"Seattle, WA",4,Bachelors,Data Analytics,Other/Unknown
C-z8xebnp,2024-08-25,"Chicago, IL",5,Bootcamp,HR,H-1B
C-xt083rw,2024-03-05,"New York, NY",4,PhD,HR,H-1B
C-ow37gjn,2024-09-03,"Chicago, IL",4,Associate,Software Engineering,Other/Unknown
C-fywm5cf,2025-03-14,"Seattle, WA",5,Bachelors,HR,H-1B
C-n1kjs08,2024-04-15,"New York, NY",1,Masters,Finance,F-1 OPT
C-q1cgedb,2024-03-29,"Seattle, WA",0,Bootcamp,Supply Chain,US Citizen/PR
C-imyo7wy,2025-11-18,"Austin, TX",5,Bootcamp,HR,US Citizen/PR
C-5ry27vm,2025-02-02,"Seattle, WA",5,Associate,Supply Chain,H-1B
C-zgl51rg,2024-04-15,"Fremont, CA",6,Bootcamp,Sales,H-1B
C-iuga4fe,2025-11-09,"Fremont, CA",0,Bootcamp,Finance,H-1B
C-yj5n860,2025-06-08,"Austin, TX",0,Associate,HR,F-1 OPT
C-hkk54k4,2024-03-22,"New York, NY",3,Associate,Supply Chain,H-1B
C-aq2any1,2025-12-20,"Chicago, IL",7,PhD,Data Analytics,H-1B
C-gyrw6ow,2024-02-07,"Fremont, CA",12,Masters,Supply Chain,H-1B
C-ojqrlg6,2024-07-29,"Seattle, WA",1,Masters,Data Analytics,Other/Unknown
C-cotfvan,2024-02-17,"Chicago, IL",6,Masters,Software Engineering,H-1B
C-el57obv,2024-01-18,"Palo Alto, CA",6,Associate,Sales,F-1 OPT
C-pqzfo30,2024-07-05,"Chicago, IL",2,Masters,Data Analytics,Other/Unknown
C-nmjsxtd,2024-12-10,"Fremont, CA",8,Bachelors,Software Engineering,US Citizen/PR
C-bu4i4cx,2024-08-16,"Fremont, CA",5,Masters,Data Analytics,F-1 OPT
C-2nkx5zt,2025-01-24,"Remote, US",12,Bootcamp,Supply Chain,Other/Unknown
C-t9ka1dl,2024-09-26,"Seattle, WA",11,Associate,Data Analytics,Other/Unknown
C-lle4a2g,2025-08-29,"Seattle, WA",6,Bootcamp,Sales,Other/Unknown
C-ill0no8,2024-03-12,"New York, NY",4,PhD,HR,US Citizen/PR
C-v0hxef7,2025-11-02,"Remote, US",2,Masters,Software Engineering,US Citizen/PR
C-gaybfjh,2024-04-29,"Austin, TX",3,PhD,Finance,Other/Unknown
C-77u55d5,2024-08-07,"New York, NY",5,Masters,HR,Other/Unknown
C-vvwusxs,2025-10-04,"Fremont, CA",4,Bachelors,Finance,US Citizen/PR
C-c5payga,2024-08-24,"Austin, TX",8,PhD,Software Engineering,F-1 OPT
C-tgo5awl,2025-08-30,"Fremont, CA",4,PhD,Software Engineering,F-1 OPT
C-tamy74w,2025-02-25,"Chicago, IL",5,Associate,HR,US Citizen/PR
C-cozfqpi,2024-07-03,"Fremont, CA",6,Masters,HR,F-1 OPT
C-5s6y5h3,2024-01-06,"New York, NY",9,Bachelors,Supply Chain,H-1B
C-w58611g,2025-01-21,"New York, NY",2,Bachelors,Software Engineering,Other/Unknown
C-t8d9gx2,2025-11-29,"Fremont, CA",9,Masters,Finance,F-1 OPT
C-dts8mg0,2024-12-14,"Chicago, IL",1,Bachelors,Supply Chain,Other/Unknown
C-l70zo6r,2024-09-11,"Austin, TX",14,Bachelors,Sales,H-1B
C-3gw7s43,2025-01-17,"Fremont, CA",14,Bachelors,Supply Chain,F-1 OPT
C-qqoqsd8,2025-02-09,"New York, NY",7,Associate,HR,F-1 OPT
C-tkxgy93,2025-09-17,"Fremont, CA",10,Bootcamp,Sales,H-1B
C-z3t1wm3,2024-10-02,"Fremont, CA",0,PhD,Sales,F-1 OPT
C-lsu8mij,2025-04-25,"New York, NY",2,Bachelors,HR,Other/Unknown
C-05uvqwf,2024-09-29,"Seattle, WA",1,Bootcamp,Sales,H-1B
C-cpwrutv,2025-12-31,"Palo Alto, CA",1,Bootcamp,Operations,H-1B
C-y4kj8gv,2024-04-18,"Seattle, WA",5,PhD,Data Analytics,Other/Unknown
C-qkq7mou,2024-11-10,"Remote, US",7,Associate,Data Analytics,Other/Unknown
C-kvbkavx,2025-04-18,"Seattle, WA",6,Bootcamp,Data Analytics,H-1B
C-8e5bo8b,2024-08-16,"New York, NY",10,PhD,Supply Chain,US Citizen/PR
C-atj4mdh,2025-05-11,"Seattle, WA",7,Associate,Supply Chain,F-1 OPT
C-52lk3tw,2024-01-02,"Chicago, IL",8,Bootcamp,Operations,US Citizen/PR
C-to5a7qn,2026-01-27,"Austin, TX",12,Bachelors,Data Analytics,F-1 OPT
C-bmoyd52,2024-01-13,"Palo Alto, CA",0,Masters,Data Analytics,H-1B
C-ndju39x,2025-08-30,"Palo Alto, CA",10,Bootcamp,Sales,US Citizen/PR
C-srzaeqo,2024-12-03,"Chicago, IL",1,Bachelors,Data Analytics,US Citizen/PR
C-whnybjk,2024-06-19,"Palo Alto, CA",5,Masters,Supply Chain,US Citizen/PR
C-ojmp6o6,2025-09-19,"Fremont, CA",0,PhD,Data Analytics,Other/Unknown
C-f2e6wpr,2024-05-22,"Palo Alto, CA",5,Bootcamp,HR,F-1 OPT
C-g4eai7x,2025-04-23,"Palo Alto, CA",8,Bootcamp,HR,US Citizen/PR
C-jl6kk2n,2025-07-18,"Fremont, CA",0,Associate,Sales,H-1B
C-g43tlrc,2025-11-24,"Fremont, CA",11,PhD,Operations,H-1B
C-hf36c0o,2025-01-01,"Chicago, IL",0,Masters,Data Analytics,US Citizen/PR
C-72i2f8r,2024-05-19,"New York, NY",3,PhD,Supply Chain,F-1 OPT
C-wuzllgy,2025-04-25,"Fremont, CA",5,PhD,Software Engineering,H-1B
C-desrwqb,2024-03-12,"Austin, TX",5,Associate,HR,US Citizen/PR
C-nvjqjin,2025-10-28,"Fremont, CA",3,PhD,HR,F-1 OPT
C-k504k34,2024-08-19,"Austin, TX",0,PhD,Supply Chain,H-1B
C-z9qj4vb,2024-02-11,"Fremont, CA",10,Bootcamp,Supply Chain,US Citizen/PR
C-iehc2yi,2025-11-13,"Chicago, IL",2,Associate,Supply Chain,F-1 OPT
C-pbrtg6c,2024-09-29,"Remote, US",6,Masters,Sales,Other/Unknown
C-hktgyle,2025-12-25,"Chicago, IL",0,PhD,Sales,H-1B
C-3hli32b,2025-02-27,"Seattle, WA",4,Associate,HR,US Citizen/PR
C-mygkndr,2025-09-05,"Chicago, IL",7,Bootcamp,Software Engineering,Other/Unknown
C-vclhovu,2025-05-07,"New York, NY",5,Bootcamp,Operations,H-1B
C-bvvbbbv,2024-08-20,"Palo Alto, CA",10,Bootcamp,Software Engineering,US Citizen/PR
C-ti7zfzt,2024-08-14,"New York, NY",0,Associate,Operations,H-1B
C-gkj71k1,2024-05-28,"Remote, US",2,Associate,Finance,Other/Unknown
C-upu536l,2024-04-24,"Chicago, IL",9,Associate,Operations,F-1 OPT
C-804bfpv,2024-01-06,"Chicago, IL",11,Associate,Supply Chain,US Citizen/PR
